year,events_urls,stage,r_o,country,contestant,song,points,place,qualified
1994,https://eurovision.tv/event/dublin-1994,Final,20,Austria,Petra Frey,Für Den Frieden Der Welt,19,17,NA
1994,https://eurovision.tv/event/dublin-1994,Final,21,Spain,Alejandro Abad,Ella No Es Ella,17,18,NA
1994,https://eurovision.tv/event/dublin-1994,Final,22,Hungary,Friderika Bayer,Kinek Mondjam El Vétkeimet,122,4,NA
1994,https://eurovision.tv/event/dublin-1994,Final,23,Russia,Youddiph,Vechni Stranik,70,9,NA
1994,https://eurovision.tv/event/dublin-1994,Final,24,Poland,Edyta Górniak,To Nie Ja!,166,2,NA
1994,https://eurovision.tv/event/dublin-1994,Final,25,France,Nina Morato,Je Suis Un Vrai Garçon,74,7,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,1,Italy,Enrico Ruggeri,Sole D'europa,45,12,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,2,Turkey,"Burak Aydos, Öztürk Baybora & Serter",Esmer Yarim,10,21,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,3,Germany,Münchener Freiheit,Viel Zu Weit,18,18,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,4,Switzerland,Annie Cotton,"Moi, Tout Simplement",148,3,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,5,Denmark,Tommy Seebach Band,Under Stjernerne På Himlen,9,22,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,6,Greece,Kaiti Garbi,"Ellada, Hora Tou Fotos",64,9,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,7,Belgium,Barbara,Iemand Als Jij,3,25,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,8,Malta,William Mangion,This Time,69,8,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,9,Iceland,Inga,þá Veistu Svarið,42,13,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,10,Austria,Tony Wegas,Maria Magdalena,32,14,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,11,Portugal,Anabela,A Cidade Até Ser Dia,60,10,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,12,France,Patrick Fiori,Mama Corsica,121,4,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,13,Sweden,Arvingarna,Eloïse,89,7,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,14,Ireland,Niamh Kavanagh,In Your Eyes,187,1,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,15,Luxembourg,Modern Times,Donne-moi Une Chance,11,20,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,16,Slovenia,1X Band,Tih Dezeven Dan,9,22,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,17,Finland,Katri-Helena,Tule Luo,20,17,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,18,Bosnia & Herzegovina,Fazla,Sva Bol Svijeta,27,16,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,19,United Kingdom,Sonia,Better The Devil You Know,164,2,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,20,The Netherlands,Ruth Jacott,Vrede,92,6,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,21,Croatia,Put,Don't Ever Cry,31,15,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,22,Spain,Eva Santamaria,Hombres,58,11,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,23,Cyprus,Kyriakos Zymboulakis and Demos Van Beke,Mi Stamatas,17,19,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,24,Israel,Lakahat Shiru,Shiru,4,24,NA
1993,https://eurovision.tv/event/millstreet-1993,Final,25,Norway,Silje Vige,Alle Mine Tankar,120,5,NA
1992,https://eurovision.tv/event/malmo-1992,Final,1,Spain,Serafin,Todo Esto Es La Música,37,14,NA
1992,https://eurovision.tv/event/malmo-1992,Final,2,Belgium,Morgane,Nous On Veut Des Violons,11,20,NA
1992,https://eurovision.tv/event/malmo-1992,Final,3,Israel,Dafna,Ze Rak Sport,85,6,NA
1992,https://eurovision.tv/event/malmo-1992,Final,4,Turkey,Aylin Vatankos,Yaz Bitti,17,19,NA
1992,https://eurovision.tv/event/malmo-1992,Final,5,Greece,Cleopatra,Olou Tou Kosmou I Elpida,94,5,NA
1992,https://eurovision.tv/event/malmo-1992,Final,6,France,Kali,Monté La Riviè,73,8,NA
1992,https://eurovision.tv/event/malmo-1992,Final,7,Sweden,Christer Björkman,I Morgon är En Annan Dag,9,22,NA
1992,https://eurovision.tv/event/malmo-1992,Final,8,Portugal,Diná,Amor D'água Fresca,26,17,NA
1992,https://eurovision.tv/event/malmo-1992,Final,9,Cyprus,Evridiki,Teriazoume,57,11,NA
1992,https://eurovision.tv/event/malmo-1992,Final,10,Malta,Mary Spiteri,Little Child,123,3,NA
1992,https://eurovision.tv/event/malmo-1992,Final,11,Iceland,Heart 2 Heart,Nei Eða Já,80,7,NA
1992,https://eurovision.tv/event/malmo-1992,Final,12,Finland,Pave,Yamma Yamma,4,23,NA
1992,https://eurovision.tv/event/malmo-1992,Final,13,Switzerland,Daisy Auvray,Mister Music Man,32,15,NA
1992,https://eurovision.tv/event/malmo-1992,Final,14,Luxembourg,Marion Welter and Kontinent,Sou Fräi,10,21,NA
1992,https://eurovision.tv/event/malmo-1992,Final,15,Austria,Tony Wegas,Zusammen Geh'n,63,10,NA
1992,https://eurovision.tv/event/malmo-1992,Final,16,United Kingdom,Michael Ball,One Step Out Of Time,139,2,NA
1992,https://eurovision.tv/event/malmo-1992,Final,17,Ireland,Linda Martin,Why Me,155,1,NA
1992,https://eurovision.tv/event/malmo-1992,Final,18,Denmark,Lotte Nilsson and Kenny Lübcke,Ålt Det Som Ingen Ser,47,12,NA
1992,https://eurovision.tv/event/malmo-1992,Final,19,Italy,Mia Martini,Rapsodia,111,4,NA
1992,https://eurovision.tv/event/malmo-1992,Final,20,Yugoslavia,Extra Nena,Ljubim Te Pesmama,44,13,NA
1992,https://eurovision.tv/event/malmo-1992,Final,21,Norway,Merethe Trøan,Visjoner,23,18,NA
1992,https://eurovision.tv/event/malmo-1992,Final,22,Germany,Wind,Träume Sind Für Alle Da,27,16,NA
1992,https://eurovision.tv/event/malmo-1992,Final,23,The Netherlands,Humphrey Campbell,Wijs Me De Weg,67,9,NA
1991,https://eurovision.tv/event/rome-1991,Final,1,Yugoslavia,Baby Doll,Brazil,1,21,NA
1991,https://eurovision.tv/event/rome-1991,Final,2,Iceland,Stefán and Eyfi,Nina,26,15,NA
1991,https://eurovision.tv/event/rome-1991,Final,3,Malta,Paul Giordimaina and Georgina,Could It Be,106,6,NA
1991,https://eurovision.tv/event/rome-1991,Final,4,Greece,Sofia Vossou,I Anixi,36,13,NA
1991,https://eurovision.tv/event/rome-1991,Final,5,Switzerland,Sandra Simò,Canzone Per Te,118,5,NA
1991,https://eurovision.tv/event/rome-1991,Final,6,Austria,Thomas Forstner,Venedig Im Regen,0,22,NA
1991,https://eurovision.tv/event/rome-1991,Final,7,Luxembourg,Sarah Bray,Un Baiser Volé,29,14,NA
1991,https://eurovision.tv/event/rome-1991,Final,8,Sweden,Carola,Fångad Av En Stormvind,146,1,NA
1991,https://eurovision.tv/event/rome-1991,Final,9,France,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,146,2,NA
1991,https://eurovision.tv/event/rome-1991,Final,10,Turkey,"Izel Çeliköz, Rayhan Soykarçi and Can Ugurluér",Iki Dakika,44,12,NA
1991,https://eurovision.tv/event/rome-1991,Final,11,Ireland,Kim Jackson,Could It Be That I'm In Love,47,10,NA
1991,https://eurovision.tv/event/rome-1991,Final,12,Portugal,Dulce,Lusitana Paixão,62,8,NA
1991,https://eurovision.tv/event/rome-1991,Final,13,Denmark,Anders Frandsen,Lige Der Hvor Hjertet Slår,8,19,NA
1991,https://eurovision.tv/event/rome-1991,Final,14,Norway,Just 4 Fun,Mrs. Thompson,14,17,NA
1991,https://eurovision.tv/event/rome-1991,Final,15,Israel,Duo Datz,Kan,139,3,NA
1991,https://eurovision.tv/event/rome-1991,Final,16,Finland,Kaija,Hullu Yö,6,20,NA
1991,https://eurovision.tv/event/rome-1991,Final,17,Germany,Atlantis 2000,Dieser Traum Darf Niemals Sterben,10,18,NA
1991,https://eurovision.tv/event/rome-1991,Final,18,Belgium,Clouseau,Geef Het Op,23,16,NA
1991,https://eurovision.tv/event/rome-1991,Final,19,Spain,Sergio Dalma,Bailar Pegados,119,4,NA
1991,https://eurovision.tv/event/rome-1991,Final,20,United Kingdom,Samantha Janus,A Message To Your Heart,47,10,NA
1991,https://eurovision.tv/event/rome-1991,Final,21,Cyprus,Elena Patroclou,S.o.s.,60,9,NA
1991,https://eurovision.tv/event/rome-1991,Final,22,Italy,Peppino di Capri,Comme E' Ddoce 'o Mare,89,7,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,1,Spain,Azúcar Moreno,Bandido,96,5,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,2,Greece,Christos Callow and Wave,Horis Skopo,11,19,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,3,Belgium,Philippe Lafontaine,Macédomienne,46,12,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,4,Turkey,Kayahan,Gözlerinin Hapsindeyim,21,17,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,5,The Netherlands,Maywood,Ik Wil Alles Met Je Delen,25,15,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,6,Luxembourg,Céline Carzo,Quand Je Te Rêve,38,13,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,7,United Kingdom,Emma,Give A Little Love Back To The World,87,6,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,8,Iceland,Stjórnin,Eitt Lag Enn,124,4,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,9,Norway,Ketil Stokkan,Brandenburger Tor,8,21,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,10,Israel,Rita,Shara Barechovot,16,18,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,11,Denmark,Lonnie Devantier,Hallo Hallo,64,8,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,12,Switzerland,Egon Egemann,Musik Klingt In Die Welt Hinaus,51,11,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,13,Germany,Chris Kempers and Daniel Kovac,Frei Zu Leben,60,9,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,14,France,Joelle Ursull,White And Black Blues,132,2,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,15,Yugoslavia,Tajci,Hajde Da Ludujemo,81,7,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,16,Portugal,Nucha,Há Sempre Alguém,9,20,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,17,Ireland,Liam Reilly,Somewhere In Europe,132,2,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,18,Sweden,Edin-Ådahl,Som En Vind,24,16,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,19,Italy,Toto Cutugno,Insieme: 1992,149,1,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,20,Austria,Simone,Keine Mauern Mehr,58,10,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,21,Cyprus,Haris Anastasiou,Milas Poli,36,14,NA
1990,https://eurovision.tv/event/zagreb-1990,Final,22,Finland,Beat,Fri?,8,21,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,1,Italy,Anna Oxa and Fausto Leali,Avrei Voluto,56,9,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,2,Israel,Gili ve Galit,Derech Ha'melech,50,12,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,3,Ireland,Kiev Connolly and the Missing Passengers,The Real Me,21,18,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,4,The Netherlands,Justine Pelmelay,Blijf Zoals Je Bent,45,15,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,5,Turkey,Pan,Bana Bana,5,21,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,6,Belgium,Ingeborg,Door De Wind,13,19,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,7,United Kingdom,Live Report,Why Do I Always Get It Wrong,130,2,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,8,Norway,Britt Synnøve Johansen,Venners Nærhet,30,17,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,9,Portugal,Da Vinci,Conquistador,39,16,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,10,Sweden,Tommy Nilsson,En Dag,110,4,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,11,Luxembourg,Park Café,Monsieur,8,20,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,12,Denmark,Birthe Kjær,Vi Maler Byen Rød,111,3,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,13,Austria,Thomas Forstner,Nur Ein Lied,97,5,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,14,Finland,Anneli Saaristo,La Dolce Vita,76,7,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,15,France,Nathalie Pâque,J'ai Volé La Vie,60,8,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,16,Spain,Nina,Nacida Para Amar,88,6,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,17,Cyprus,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,51,11,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,18,Switzerland,Furbaz,Viver Senza Tei,47,13,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,19,Greece,Marianna,To Diko Sou Asteri,56,9,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,20,Iceland,Daníel Augúst Haraldsson,Það Sem Enginn Sér,0,22,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,21,Germany,Nino de Angelo,Flieger,46,14,NA
1989,https://eurovision.tv/event/lausanne-1989,Final,22,Yugoslavia,Riva,Rock Me,137,1,NA
1988,https://eurovision.tv/event/dublin-1988,Final,1,Iceland,Beathoven,Sókrates,20,16,NA
1988,https://eurovision.tv/event/dublin-1988,Final,2,Sweden,Tommy Körberg,Stad I Ljus,52,12,NA
1988,https://eurovision.tv/event/dublin-1988,Final,3,Finland,Boulevard,Nauravat Silmät Muistetaan,3,20,NA
1988,https://eurovision.tv/event/dublin-1988,Final,4,United Kingdom,Scott Fitzgerald,Go,136,2,NA
1988,https://eurovision.tv/event/dublin-1988,Final,5,Turkey,MFÖ,Sufi (hey Ya Hey),37,15,NA
1988,https://eurovision.tv/event/dublin-1988,Final,6,Spain,La Década,La Chica Que Yo Quiero (made In Spain),58,11,NA
1988,https://eurovision.tv/event/dublin-1988,Final,7,The Netherlands,Gerard Joling,Shangri-la,70,9,NA
1988,https://eurovision.tv/event/dublin-1988,Final,8,Israel,Yardena Arazi,Ben Adam,85,7,NA
1988,https://eurovision.tv/event/dublin-1988,Final,9,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,137,1,NA
1988,https://eurovision.tv/event/dublin-1988,Final,10,Ireland,Jump the Gun,Take Him Home,79,8,NA
1988,https://eurovision.tv/event/dublin-1988,Final,11,Germany,Maxi and Chris Garden,Lied Für Einen Freund,48,14,NA
1988,https://eurovision.tv/event/dublin-1988,Final,12,Austria,Wilfried,Lisa Mona Lisa,0,21,NA
1988,https://eurovision.tv/event/dublin-1988,Final,13,Denmark,Hot Eyes,Ka' Du Se Hva' Jeg Sa',92,3,NA
1988,https://eurovision.tv/event/dublin-1988,Final,14,Greece,Aphroditi Fryda,Kloun,10,17,NA
1988,https://eurovision.tv/event/dublin-1988,Final,15,Norway,Karoline Krüger,For Vår Jord,88,5,NA
1988,https://eurovision.tv/event/dublin-1988,Final,16,Belgium,Reynaert,Laissez Briller Le Soleil,5,18,NA
1988,https://eurovision.tv/event/dublin-1988,Final,17,Luxembourg,Lara Fabian,Croire,90,4,NA
1988,https://eurovision.tv/event/dublin-1988,Final,18,Italy,Luca Barbarossa,Ti Scrivo,52,12,NA
1988,https://eurovision.tv/event/dublin-1988,Final,19,France,Gérard Lenorman,Chanteur De Charme,64,10,NA
1988,https://eurovision.tv/event/dublin-1988,Final,20,Portugal,Dora,Voltarei,5,18,NA
1988,https://eurovision.tv/event/dublin-1988,Final,21,Yugoslavia,Srebrna Krila,Mangup,87,6,NA
1987,https://eurovision.tv/event/brussels-1987,Final,1,Norway,Kate Gulbrandsen,Mitt Liv,65,9,NA
1987,https://eurovision.tv/event/brussels-1987,Final,2,Israel,Datner and Kushnir,Shir Habatlanim,73,8,NA
1987,https://eurovision.tv/event/brussels-1987,Final,3,Austria,Gary Lux,Nur Noch Gefühl,8,20,NA
1987,https://eurovision.tv/event/brussels-1987,Final,4,Iceland,Halla Margarét,Hægt Og Hljótt,28,16,NA
1987,https://eurovision.tv/event/brussels-1987,Final,5,Belgium,Liliane Saint-Pierre,Soldiers Of Love,56,11,NA
1987,https://eurovision.tv/event/brussels-1987,Final,6,Sweden,Lotta Engberg,Boogaloo,50,12,NA
1987,https://eurovision.tv/event/brussels-1987,Final,7,Italy,Umberto Tozzi and Raf,Gente Di Mare,103,3,NA
1987,https://eurovision.tv/event/brussels-1987,Final,8,Portugal,Nevada,Neste Barco à Vela,15,18,NA
1987,https://eurovision.tv/event/brussels-1987,Final,9,Spain,Patricia Kraus,No Estás Solo,10,19,NA
1987,https://eurovision.tv/event/brussels-1987,Final,10,Turkey,Seyyal Tanner and Lokomotif,Sarkim Sevgi üstüne,0,22,NA
1987,https://eurovision.tv/event/brussels-1987,Final,11,Greece,Bang,Stop!,64,10,NA
1987,https://eurovision.tv/event/brussels-1987,Final,12,The Netherlands,Marcha,Rechtop In De Wind,83,5,NA
1987,https://eurovision.tv/event/brussels-1987,Final,13,Luxembourg,Plastic Bertrand,Amour Amour,4,21,NA
1987,https://eurovision.tv/event/brussels-1987,Final,14,United Kingdom,Rikki,Only The Light,47,13,NA
1987,https://eurovision.tv/event/brussels-1987,Final,15,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,44,14,NA
1987,https://eurovision.tv/event/brussels-1987,Final,16,Germany,Wind,Laß Die Sonne In Dein Herz,141,2,NA
1987,https://eurovision.tv/event/brussels-1987,Final,17,Cyprus,Alexia,Aspro Mavro,80,7,NA
1987,https://eurovision.tv/event/brussels-1987,Final,18,Finland,Vicky Rosti,Sata Salamaa,32,15,NA
1987,https://eurovision.tv/event/brussels-1987,Final,19,Denmark,Anne-Catherine Herdorf and Bandjo,En Lille Melodi,83,5,NA
1987,https://eurovision.tv/event/brussels-1987,Final,20,Ireland,Johnny Logan,Hold Me Now,172,1,NA
1987,https://eurovision.tv/event/brussels-1987,Final,21,Yugoslavia,Novi Fosili,Ja Sam Za Ples,92,4,NA
1987,https://eurovision.tv/event/brussels-1987,Final,22,Switzerland,Carole Rich,Moitié Moitié,26,17,NA
1986,https://eurovision.tv/event/bergen-1986,Final,1,Luxembourg,Sherisse Laurence,L'amour De Ma Vie,117,3,NA
1986,https://eurovision.tv/event/bergen-1986,Final,2,Yugoslavia,Doris Dragovic,Zeljo Moja,49,11,NA
1986,https://eurovision.tv/event/bergen-1986,Final,3,France,Cocktail Chic,Européennes,13,17,NA
1986,https://eurovision.tv/event/bergen-1986,Final,4,Norway,Ketil Stokkan,Romeo,44,12,NA
1986,https://eurovision.tv/event/bergen-1986,Final,5,United Kingdom,Ryder,Runner In The Night,72,7,NA
1986,https://eurovision.tv/event/bergen-1986,Final,6,Iceland,Icy,Gleðibankinn,19,16,NA
1986,https://eurovision.tv/event/bergen-1986,Final,7,The Netherlands,Frizzle Sizzle,Alles Heeft Ritme,40,13,NA
1986,https://eurovision.tv/event/bergen-1986,Final,8,Turkey,Klips ve Onlar,Halley,53,9,NA
1986,https://eurovision.tv/event/bergen-1986,Final,9,Spain,Cadillac,Valentino,51,10,NA
1986,https://eurovision.tv/event/bergen-1986,Final,10,Switzerland,Daniela Simons,Pas Pour Moi,140,2,NA
1986,https://eurovision.tv/event/bergen-1986,Final,11,Israel,Moti Galadi and Sarai Tzuriel,Yavoh Yom,7,19,NA
1986,https://eurovision.tv/event/bergen-1986,Final,12,Ireland,Luv Bug,You Can Count On Me,96,4,NA
1986,https://eurovision.tv/event/bergen-1986,Final,13,Belgium,Sandra Kim,J'aime La Vie,176,1,NA
1986,https://eurovision.tv/event/bergen-1986,Final,14,Germany,Ingrid Peters,Über Die Brücke Geh'n,62,8,NA
1986,https://eurovision.tv/event/bergen-1986,Final,15,Cyprus,Elpida,Tora Zo,4,20,NA
1986,https://eurovision.tv/event/bergen-1986,Final,16,Austria,Timna Brauer,Die Zeit Ist Einsam,12,18,NA
1986,https://eurovision.tv/event/bergen-1986,Final,17,Sweden,Lasse Holm and Monica Törnell,E' De' Det Här Du Kallar Kärlek,78,5,NA
1986,https://eurovision.tv/event/bergen-1986,Final,18,Denmark,Lise Haavik and Trax,Du Er Fuld Af Løgn,77,6,NA
1986,https://eurovision.tv/event/bergen-1986,Final,19,Finland,Kari Kuivalainen,Päivä Kahden Ihmisen,22,15,NA
1986,https://eurovision.tv/event/bergen-1986,Final,20,Portugal,Dora,Não Sejas Mau Para Mim,28,14,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,1,Ireland,Maria Christian,Wait Until The Weekend Comes,91,6,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,2,Finland,Sonja Lumme,Eläköön Elämä,58,9,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,3,Cyprus,Lia Vishy,To Katalava Arga,15,16,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,4,Denmark,Hot Eyes,Sku' Du Spør Fra No'n,41,11,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,5,Spain,Paloma San Basilio,La Fiesta Terminó,36,14,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,6,France,Roger Bens,Femme Dans Ses Rêves Aussi,56,10,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,7,Turkey,MFÖ,Di Dai Di Dai Dai (a'sik Oldum),36,14,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,8,Belgium,Linda Lepomme,Laat Me Nu Gaan,7,19,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,9,Portugal,Adelaïde,"Penso Em Ti, Eu Sei",9,18,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,10,Germany,Wind,Für Alle,105,2,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,11,Israel,Izhar Cohen,Olé Olé,93,5,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,12,Italy,Al Bano and Romina Power,"Magic, Oh Magic",78,7,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,13,Norway,Bobbysocks,La Det Swinge,123,1,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,14,United Kingdom,Vikki,Love Is...,100,4,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,15,Switzerland,Mariella Farré and Pino Gasparini,Piano Piano,39,12,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,16,Sweden,Kikki Danielsson,Bra Vibrationer,103,3,NA
1985,https://eurovision.tv/event/gothenburg-1985,Final,17,Austria,Gary Lux,Kinder Dieser Welt,60,8,NA
