year,events_urls,round,from,by,to,points
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Denmark,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Montenegro,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Estonia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Belgium,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Austria,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Lithuania,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Ireland,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Serbia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Belarus,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Croatia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Moldova,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Slovenia,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,The Netherlands,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Montenegro,NA,Belgium,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Moldova,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Denmark,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Belgium,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Ukraine,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Ireland,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Estonia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Croatia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,The Netherlands,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Belarus,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Russia,NA,Lithuania,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Montenegro,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Croatia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Moldova,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Russia,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Ukraine,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Belarus,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Cyprus,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,Austria,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Serbia,NA,The Netherlands,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Moldova,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Belgium,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Serbia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Belarus,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,The Netherlands,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Croatia,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Slovenia,NA,Austria,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,The Netherlands,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Belgium,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Estonia,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Moldova,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Serbia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Ireland,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Montenegro,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Sweden,NA,Ukraine,1
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Belgium,10
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Ukraine,8
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Moldova,6
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Ireland,5
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Estonia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Croatia,3
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Belarus,2
2013,https://eurovision.tv/event/malmo-2013,SF1,The Netherlands,NA,Serbia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Belarus,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Moldova,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Montenegro,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Croatia,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Lithuania,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Denmark,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Ireland,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Serbia,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Ukraine,NA,Estonia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,The Netherlands,8
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Lithuania,7
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Ireland,6
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Belgium,5
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Estonia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Cyprus,3
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Ukraine,2
2013,https://eurovision.tv/event/malmo-2013,SF1,United Kingdom,NA,Austria,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,North Macedonia,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Greece,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Azerbaijan,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Hungary,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Malta,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Romania,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Bulgaria,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Israel,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Switzerland,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Albania,NA,Finland,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Georgia,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Bulgaria,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Greece,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Malta,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Israel,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Norway,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,San Marino,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Romania,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Switzerland,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Armenia,NA,Iceland,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Malta,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Georgia,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Romania,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Greece,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Israel,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Norway,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Bulgaria,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Finland,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,Albania,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Azerbaijan,NA,San Marino,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Greece,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Armenia,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Hungary,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,North Macedonia,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Israel,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Georgia,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Romania,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Bulgaria,NA,Switzerland,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Iceland,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Norway,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Hungary,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Greece,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Switzerland,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Malta,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Romania,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Azerbaijan,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,Israel,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Finland,NA,San Marino,1
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Armenia,12
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Switzerland,10
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Azerbaijan,8
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Finland,7
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Romania,6
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,San Marino,5
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Israel,4
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Hungary,3
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Malta,2
2013,https://eurovision.tv/event/malmo-2013,SF2,France,NA,Bulgaria,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Armenia,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Latvia,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Malta,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Israel,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Bulgaria,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Hungary,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,Greece,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Georgia,NA,San Marino,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Iceland,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Hungary,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Greece,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Romania,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Armenia,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Malta,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Israel,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Finland,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Norway,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Germany,NA,Switzerland,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Romania,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Albania,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Armenia,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Georgia,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Malta,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Norway,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Switzerland,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,Bulgaria,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Greece,NA,San Marino,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Iceland,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Malta,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Switzerland,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Finland,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Georgia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Greece,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,San Marino,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Hungary,NA,Bulgaria,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Norway,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Romania,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Azerbaijan,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Finland,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Malta,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Switzerland,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Georgia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Latvia,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Greece,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Iceland,NA,Israel,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Romania,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Armenia,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Georgia,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Greece,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Norway,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,San Marino,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Hungary,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Malta,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Israel,NA,Finland,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Norway,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Iceland,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Finland,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Azerbaijan,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Malta,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Greece,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Georgia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,San Marino,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Hungary,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Latvia,NA,Armenia,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Romania,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Armenia,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Greece,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,San Marino,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,North Macedonia,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Georgia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Norway,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Switzerland,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Malta,NA,Finland,1
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Malta,12
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Albania,10
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Azerbaijan,8
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Greece,6
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,San Marino,5
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Georgia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Bulgaria,3
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Latvia,2
2013,https://eurovision.tv/event/malmo-2013,SF2,North Macedonia,NA,Romania,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Malta,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Iceland,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Finland,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Greece,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Romania,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Azerbaijan,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Armenia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Switzerland,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Hungary,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Norway,NA,Bulgaria,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Greece,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Malta,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Hungary,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Armenia,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,San Marino,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Finland,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Israel,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Romania,NA,Bulgaria,1
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Greece,12
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Malta,10
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Bulgaria,8
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Finland,7
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Albania,6
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Norway,5
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Hungary,4
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Azerbaijan,3
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,North Macedonia,2
2013,https://eurovision.tv/event/malmo-2013,SF2,San Marino,NA,Georgia,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Norway,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,San Marino,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Finland,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Iceland,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Bulgaria,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Greece,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Georgia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Israel,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Azerbaijan,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Spain,NA,Romania,1
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Hungary,12
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Iceland,10
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Malta,7
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Greece,6
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Albania,5
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,North Macedonia,4
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Azerbaijan,3
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Finland,2
2013,https://eurovision.tv/event/malmo-2013,SF2,Switzerland,NA,Latvia,1
