year,events_urls,country,contestant,song,composed_by,written_by,language,lyrics
2015,https://eurovision.tv/event/vienna-2015,Italy,Il Volo,Grande Amore,Ciro Esposito / Francesco Boccia,Ciro Esposito / Francesco Boccia,English,"I close my eyes and think of her
The sweet scent of her skin
It’s a voice within that is bringing me where the sun arises
Lonely are the words
But if they go written everything can change
With no fear anymore I want to scream this great love
Love, just love, it’s what I feel…
Tell me why when I think, I only think of you
Tell me why when I see, I only see you
Tell me why when I believe, I believe in you… great love
Tell me that never
That you’ll never leave me
Tell me who you are
Breath of the love days of mine
Tell me that you know
That you’ll only choose me
Now you know it
You’re my unique great love…
Tell me why when I think, I only think of you
Tell me why when I love, I only love you
Tell me why when I live, I live inside you… great love
Tell me that never
That you’ll never leave me
Tell me who you are
Breath of the love days of mine
Tell me that you know
That I would never make a mistake
Tell me that you are
You’re my unique great love…"
2015,https://eurovision.tv/event/vienna-2015,Latvia,Aminata,Love Injected,Aminata Savadogo,Aminata Savadogo,English,"You bring
The light
To
My darkest side, babe
The day
The night
Split
To cure the sight, Oh…
You care
You animate
You guard me bare
Bring up the heart rate
Chorus:
Your love
Revives my soul
And I know
You'll choose it whole
Overall
Your eye’s a good mirror
Look under the cover
Love
Is above all
I’m safe
Into your hands.
Let’s move away
The edges expand
Chorus.
Bridge:
Show me the source of the light
I’m becoming affected
Seeing the glow of a white
Is what I have detected
Feeling again I’m alive
It’s your shining reflected
Love injected, love injected
Chorus"
2015,https://eurovision.tv/event/vienna-2015,Latvia,Aminata,Love Injected,Aminata Savadogo,Aminata Savadogo,French,"Tu apportes
La lumière
À
Mon côté le plus sombre, bébé
Le jour
La nuit
Se séparent
Pour guérir ma vue, oh…
Tu te soucies de moi
Tu me rends vivante
Tu me protèges nue
Tu accélères le rythme de mon cœur
Refrain:
Ton amour
Ranime mon âme
Et je sais
Tu la choisiras
Tout entière
Ton œil est un bon miroir
Pour voir
Sous la couverture l’amour
présent avant tout
Je suis sans danger
Entre tes mains
Allons partir
Vers les horizons élargis
Refrain.
Pont:
Montre-moi la source de la lumière
Je suis émue
De voir l’éclat de la blancheur
que j’ai découverte
Je sens de nouveau que je vis
C’est ta lueur reflétée
Injection d’amour, l’amour injecté
Refrain"
2015,https://eurovision.tv/event/vienna-2015,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,Vytautas Bikus,Monika Liubinaitė,English,"This time, I think I’m falling in love
This time, you’re sent from heaven above
Oh oh oh
My God, stop for a minute and think
How ‘bout we just go out for a drink
Oh oh oh
‘Cos every time I close my eyes
I feel you near
I’m feeling love, love, love
Round and round and round and round and round we go
I’m feeling love, love, love
Round and round and round and round and right in my heart
This time, I hope you don’t mind
I’ll help you put your troubles behind
Oh oh oh
I know there’s a reason for this
One kiss, and you will see what you've missed
Oh oh oh
I’m feeling love, love, love
Round and round and round and round and round we go
I’m feeling love, love, love
Round and round and round and round and right in my heart
Is this how it goes?
I don’t know…"
2015,https://eurovision.tv/event/vienna-2015,Malta,Amber,Warrior,Elton Zarb,Matt Muxu Mercieca,English,"We Suffer, silently
always fighting to break free
We were living in a shadow
we were to scared to let go
Wouldn't accept defeat
when by losing we were winning
we have to be courageous
to be able to get through this
and then it hits.
Break through the silence
The noise is louder than it's ever been.
Create something timeless
Never look back, the past is the past
I had no choice but to become a warrior
I had to conquer
I did not break, I left my faith in hope.
We are not the enemy,
We’re just tired of suffering.
We broke through the shadow
We finally let go
and then it hit
Break through the silence
The noise is louder than it's ever been.
Create something timeless
Never look back, the past is the past
I had no choice but to become a warrior
I had to conquer
I did not break, I left my faith in hope.
I’m a warrior, I will conquer
I’m a warrior , I will conquer
I’m a warrior, I will conquer
I'm a warrior, I will conquer
I’m a Warrior."
2015,https://eurovision.tv/event/vienna-2015,Malta,Amber,Warrior,Elton Zarb,Matt Muxu Mercieca,French,"Amber – Guerrière
Malte 2015
Nous souffrons en silence
Combattant sans cesse pour se libérer
Nous vivions dans un ombre
Trop effrayés pour se laisser aller
Nous n’aurions pas accepté la défaite
Quand en perdant nous sortions vainqueurs
Nous devons être courageux
Etre capable d’affronter cela
Et ça nous blesse.
Rompre le silence
Le bruit est plus fort que jamais.
Créer quelque chose d'intemporel
Ne jamais regarder en arrière, le passé est le passé
Je n'avais d'autre choix que de devenir une Guerrière
Il me fallait conquérir
Je n'ai pas faillie, j'ai mis ma foi dans l'espérance
Nous ne sommes pas l'ennemi,
Nous sommes juste fatigués de souffrir.
Nous sortons de l'ombre
Enfin nous nous laissons aller
Et ça nous blesse.
Rompre le silence
Le bruit est plus fort que jamais
Créer quelque chose d'intemporel
Ne jamais regarder en arrière, le passé est le passé
Je n'avais d'autre choix que de devenir une Guerrière
Il me fallait conquérir
Je n'ai pas faillie, j'ai mis ma foi dans l'espérance
Je suis une Guerrière, je conquerrai
Je suis une Guerrière, je conquerrai
Je suis une Guerrière, je conquerrai
Je suis une Guerrière, je conquerrai
Je suis une Guerrière."
2015,https://eurovision.tv/event/vienna-2015,Moldova,Eduard Romanyuta,I Want Your Love,"Erik Lewander, Hayley Aitken, Tom Andrews","Erik Lewander, Hayley Aitken, Tom Andrews",English,"Intro:
Oh-a-oh
Verse:
Hey girl
Remind me why we ain’t together
We got that magnetic connection
Moving so fast let’s take it slow
Ain’t gonna let you let me go
The picture that you’re paintin’ got me
All anticipating
GO!
Chorus:
Nothing can steal your thunder
Sky-high while you pull me under
Cause you got what I want, what I want
What I want want want want
Yeah baby let me show ya (show ya)
You got me trippin’ over (over)
Cause you got what I want, what I want
What I want want want
I want your love
I want your love
I want your love
I want your love
Verse 2:
Hey girl
Even if there’s stormy weather
You got my heart beat-beating faster
And I’m not gonna let you down
No ya feet ain’t gonna touch the ground (ground)
No-Oh
The picture that you’re paintin’ got me
All anticipating
GO!
 Chorus 2:
Nothing can steal your thunder
Sky-high while you pull me under
Cause you got what I want, what I want
What I want want want want
Yeah baby let me show ya (show ya)
You got me trippin’ over (over)
Cause you got what I want, what I want
What I want want want
I want your love
I want your love
I want your love
I want your love
Bridge/Interlude:
Oh yeah
(Oh, oh, oh, oh)
The picture that you’re painting
Got me anticipating
Go!
Oh, Oh
Chorus 3:
Nothing can steal your thunder
Sky-high while you pull me under
Cause you got what I want, what I want
What I want want want want (I want your love)
Yeah baby let me show ya (show ya)
You got me trippin’ over (over)
Cause you got what I want, what I want
What I want want want
I want your love (I want your love)
Nothing can steal your thunder
Sky-high while you pull me under
Cause you got what I want, what I want
What I want want want want
Yeah baby let me show ya (show ya)
You got me trippin’ over (over)
Cause you got what I want, what I want
What I want want want
I want your love
I want your love
I want your love
I want your love"
2015,https://eurovision.tv/event/vienna-2015,Moldova,Eduard Romanyuta,I Want Your Love,"Erik Lewander, Hayley Aitken, Tom Andrews","Erik Lewander, Hayley Aitken, Tom Andrews",French,"Vers 1:
Hey fille
Rappelle moi raison on n’est ensemble
On a cette superbe connexion
En bougant vite, vas- y doucement
Je ne permets pas me laisser
L’image que tu dessines
Donne-moi toutes les anticipations.
Refrain 1:
Personne peut voler ta fougue
Vole haut quand tu me tires bas
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Yeah baby, montre – moi
Tu m’attire plus et plus
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Je veux ton coeur.
Je veux ton coeur.
Je veux ton coeur.
Je veux ton coeur.
Vers 2 :
Même il y aura une tempête
Tu vas battre mon coeur vite
Je ne vais pas te laisser tomber
Tes pieds ne touche pas le sol
Refrain 2:
Personne peut voler ta fougue
Vole haut quand tu me tires bas
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Yeah baby, montre – moi
Tu m’attire plus et plus
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Je veux ton coeur.
Je veux ton coeur.
Je veux ton coeur.
Je veux ton coeur.
Interlude:
Oh yeah
(Oh, oh, oh, oh)
L’image que tu dessines
Donne-moi toutes les anticipations.
Refrain :
Personne peut voler ta fougue
Vole haut quand tu me tires bas
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Yeah baby, montre – moi
Tu m’attire plus et plus
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Je veux ton coeur. (Je veux ton coeur.)
Personne peut voler ta fougue
Vole haut quand tu me tires bas
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Yeah baby, montre – moi
Tu m’attire plus et plus
Parce que tu sais que je veux, que je veux,
que veux, que je veux.
Je veux ton coeur.
Je veux ton coeur.
Je veux ton coeur.
Je veux ton coeur."
2015,https://eurovision.tv/event/vienna-2015,Montenegro,Knez,Adio,Željko Joksimović,Marina Tucaković & Dejan Ivanović,Montenegrian,"Nebo mi te donijelo
Nebo mi te uzelo
Još me boli što je boljelo
Dani su mi zidovi
Noći su mi okovi
Još ti služim moja ljubavi
Još te ne dam maglama sa planina
Još te ne dam vodama iz dubina
A ti kažeš pusti me, živ mi bio
Zaboravu predaj me, sad adio
Procvjetao ruzmarin,savio se bijeli krin
meni sve na tugu miriše
Probam da zaboravim, da na tebe ne mislim
Al za tobom srce uzdiše
Još te ne dam maglama sa planina
Još te ne dam vodama iz dubina
A ti kažeš pusti me, živ mi bio
Zaboravu predaj me, sad adio
Na,na,naj,na na....
Još te ne dam maglama sa planina
Još te ne dam vodama iz dubina
A ti kažeš pusti me, živ mi bio
Zaboravu predaj me, sad adio"
2015,https://eurovision.tv/event/vienna-2015,Montenegro,Knez,Adio,Željko Joksimović,Marina Tucaković & Dejan Ivanović,English,"The sky brought you to me,
The sky took you from me,
Still hurts me what used to hurt.
My days are the walls
My nights are the shackles (bonds)
I’m still serving you, my love.
I still don’t give you to the mists of the mountains,
I still don’t give you to the depths of the water.
And you ask me to let you go, forever
To sink you into oblivion and say goodbye.
Rosemary has blossomed, white lily has bent,
Everything smells like sorrow.
I try to forget, not to think of you,
But my heart is still pining for you.
I still don’t give you to the mists of the mountains,
I still don’t give you to the depths of the water.
And you ask me to let you go, forever
To sink you into oblivion and say goodbye.
A,a,a....
I still don’t give you to the mists of the mountains,
I still don’t give you to the depths of the water.
And you ask me to let you go, forever
To sink you into oblivion and say goodbye."
2015,https://eurovision.tv/event/vienna-2015,Montenegro,Knez,Adio,Željko Joksimović,Marina Tucaković & Dejan Ivanović,French,"Le ciel t'a menée à mes cotés,
Le destin nous a séparé
Le mal qui me ronge me fait souffrir
Je me sens enfermé sans plaisir
Mes nuits sont une armure qui m'emprisonne pour toujours,
Sans ta présence mon amour.
ref.
Je te protège des brouillards,
Et des sommets enneigés.
Je te protège des profondeurs des abîmes,
De l'Adriatique.
Tu m'implores de t'oublier, à jamais,
Notre amour n'est plus qu'un souvenir, oublies moi.
Les doux romarins fleurissent,
On voit se courber les lys.
Un sentiment de tristesse m'envahit, l'amour s'enfuit.
Désespéré, j'essaie en vain de t'oublier,
De ne plus jamais penser à toi,
Mais à jamais mon cœur t'appartiendra."
2015,https://eurovision.tv/event/vienna-2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,Joacim Persson,Joacim Persson,English,"Met in the dark of night you were my lucky strike crazy kids with out a clue;
hanging from our knees up in the willow trees easy like the month of June;
a fairytale gone right with no ending in sight had me tangled up in blue;
you said we'd never change but maybe we do...
Baby this is all we ever used to know
But I can see your colours change to red and gold
Every moment will hurt;
from the last to the ﬁrst;
and I'm trying ﬁnd a way to breathe;
Close the book and the chapter forever and after;
I'm falling like the autumn leaves;
my heart is beating like a million drums;
cuz your the ground under my feet;
I'm trying to hold on but baby I'm falling free;
Like the autumn leaves
Baby this is all we ever used to know
But I can see your colours change to red and gold
Every moment will hurt;
from the last to the ﬁrst;
and I'm trying ﬁnd a way to breathe;
Close the book and the chapter forever and after;
I'm falling like the autumn leaves;
my heart is beating like a million drums;
cuz your the ground under my feet;
I'm trying to hold on but baby I'm falling free;
Like the autumn leaves"
